DATE         ,TIME          ,SORTER_ID,WAVE,STN/BIN_ID,EVENT_ID,QUANTITY,BARCODE       ,DESCRIPTION
2016/12/07,10:12:15 AM,   303,         896,     14  ,     57  ,        ,               ,SRT File Created
2016/12/07,10:12:15 AM,   303,         896,     13  ,     57  ,        ,               ,SRT File Created
2016/12/07,10:12:15 AM,   303,         896,     12  ,     57  ,        ,               ,SRT File Created
2016/12/07,10:12:15 AM,   303,         896,     11  ,     57  ,        ,               ,SRT File Created
2016/12/07,10:12:15 AM,   303,         896,     10  ,     57  ,        ,               ,SRT File Created
2016/12/07,10:12:15 AM,   303,         896,     9  ,     57  ,        ,               ,SRT File Created
2016/12/07,10:12:15 AM,   303,         896,     8  ,     57  ,        ,               ,SRT File Created
2016/12/07,10:12:15 AM,   303,         896,     7  ,     57  ,        ,               ,SRT File Created
2016/12/07,10:12:15 AM,   303,         896,     6  ,     57  ,        ,               ,SRT File Created
2016/12/07,10:12:15 AM,   303,         896,     5  ,     57  ,        ,               ,SRT File Created
2016/12/07,10:12:15 AM,   303,         896,     4  ,     57  ,        ,               ,SRT File Created
2016/12/07,10:12:15 AM,   303,         896,     3  ,     57  ,        ,               ,SRT File Created
2016/12/07,10:12:15 AM,   303,         896,        ,     47  ,     142  ,               ,Total Parts In Wave
2016/12/07,10:12:15 AM,   303,         896,        ,     51  ,     0  ,               ,Total Missing Parts
2016/12/07,10:12:16 AM,   303,         896,        ,     53  ,        ,               ,Log Stopped
2016/12/07,10:24:08 AM,   303,         892,        ,     0  ,        ,               ,Log Started
2016/12/07,10:24:08 AM,   303,         892,        ,     1  ,        ,               ,Wave 892 Started
2016/12/07,10:24:08 AM,   303,         892,        ,     21  ,        ,               ,File-H:\DTIN303.txt
2016/12/07,10:24:08 AM,   303,         892,        ,     55  ,        ,               ,WinDtr Version: 5.17.1
2016/12/07,10:24:20 AM,   303,         892,     3  ,     37  ,     4  ,883929531776   ,Product Added By Operator
2016/12/07,10:24:27 AM,   303,         892,        ,     43  ,        ,               ,Print Outstanding
2016/12/07,10:24:30 AM,   303,         892,        ,     45  ,        ,               ,Total Run Time: 0 Days 00 Hrs 00 Mins
2016/12/07,10:24:30 AM,   303,         892,        ,     8  ,        ,               ,Max Poll Time: 2934520
2016/12/07,10:24:30 AM,   303,         892,        ,     46  ,     1  ,               ,Unique Products In Wave
2016/12/07,10:24:30 AM,   303,         892,        ,     48  ,     4  ,               ,Total Parts Processed
2016/12/07,10:24:30 AM,   303,         892,        ,     49  ,     0  ,               ,Total Parts Not In Wave
2016/12/07,10:24:30 AM,   303,         892,        ,     50  ,     0  ,               ,Total NOREADS
2016/12/07,10:24:32 AM,   303,         892,     3  ,     57  ,        ,               ,SRT File Created
2016/12/07,10:24:32 AM,   303,         892,        ,     47  ,     4  ,               ,Total Parts In Wave
2016/12/07,10:24:32 AM,   303,         892,        ,     51  ,     0  ,               ,Total Missing Parts
2016/12/07,10:24:34 AM,   303,         892,        ,     53  ,        ,               ,Log Stopped
2016/12/07,10:38:27 AM,   303,         860,        ,     0  ,        ,               ,Log Started
2016/12/07,10:38:27 AM,   303,         860,        ,     1  ,        ,               ,Wave 860 Started
2016/12/07,10:38:27 AM,   303,         860,        ,     21  ,        ,               ,File-H:\DTIN303.txt
2016/12/07,10:38:27 AM,   303,         860,        ,     55  ,        ,               ,WinDtr Version: 5.17.1
2016/12/07,10:38:29 AM,   303,         860,        ,     2  ,        ,               ,Conveyor Started
2016/12/07,10:43:19 AM,   303,         860,     79  ,     17  ,        ,722674211581   ,In-wave Product Unallocatable
2016/12/07,10:43:21 AM,   303,         860,     79  ,     17  ,        ,722674211581   ,In-wave Product Unallocatable
2016/12/07,10:43:21 AM,   303,         860,     79  ,     17  ,        ,722674211581   ,In-wave Product Unallocatable
2016/12/07,10:43:22 AM,   303,         860,     79  ,     17  ,        ,722674211581   ,In-wave Product Unallocatable
2016/12/07,10:43:22 AM,   303,         860,     79  ,     17  ,        ,722674211581   ,In-wave Product Unallocatable
2016/12/07,10:45:23 AM,   303,         860,     79  ,     17  ,        ,722674211581   ,In-wave Product Unallocatable
2016/12/07,10:45:24 AM,   303,         860,     79  ,     17  ,        ,722674211581   ,In-wave Product Unallocatable
2016/12/07,10:45:24 AM,   303,         860,     79  ,     17  ,        ,722674211581   ,In-wave Product Unallocatable
2016/12/07,10:45:25 AM,   303,         860,     79  ,     17  ,        ,722674211581   ,In-wave Product Unallocatable
2016/12/07,10:45:26 AM,   303,         860,     79  ,     17  ,        ,722674211581   ,In-wave Product Unallocatable
2016/12/07,11:00:43 AM,   303,         860,        ,     43  ,        ,               ,Print Outstanding
2016/12/07,11:00:44 AM,   303,         860,        ,     35  ,        ,               ,Conveyor Stopped
2016/12/07,11:00:46 AM,   303,         860,        ,     45  ,        ,               ,Total Run Time: 0 Days 00 Hrs 22 Mins
2016/12/07,11:00:46 AM,   303,         860,        ,     8  ,        ,               ,Max Poll Time: 2838828
2016/12/07,11:00:46 AM,   303,         860,     79  ,     56  ,        ,               ,End Order With Part Pending
2016/12/07,11:00:46 AM,   303,         860,        ,     46  ,     19  ,               ,Unique Products In Wave
2016/12/07,11:00:46 AM,   303,         860,        ,     48  ,     609  ,               ,Total Parts Processed
2016/12/07,11:00:46 AM,   303,         860,        ,     49  ,     10  ,               ,Total Parts Not In Wave
2016/12/07,11:00:46 AM,   303,         860,        ,     50  ,     1  ,               ,Total NOREADS
2016/12/07,11:00:48 AM,   303,         860,     128  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     127  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     126  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     125  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     124  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     123  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     122  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     121  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     120  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     119  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     118  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     117  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     116  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     115  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     114  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     113  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     112  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     111  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     110  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     109  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     108  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     107  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     106  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     105  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     104  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     103  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     102  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     101  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     100  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     99  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     98  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     97  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     96  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     95  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     94  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     93  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     92  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     91  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     90  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     89  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     88  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     87  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     86  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     85  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     84  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     83  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     82  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     81  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     80  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     79  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     78  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     77  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     76  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     75  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     74  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     73  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     72  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     71  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     70  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     69  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     68  ,     57  ,        ,               ,SRT File Created
2016/12/07,11:00:48 AM,   303,         860,     67  ,     57  ,        ,               ,SRT File Created
